City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
470,Sinnamary,GF,5.3833,-52.95,76.55,87,100,8.77,overcast clouds
471,Abu Samrah,SY,35.3029,37.1841,55.83,64,36,8.99,scattered clouds
472,Kaitangata,NZ,-46.2817,169.8464,58.93,88,4,5.17,clear sky
473,Dunedin,NZ,-45.8742,170.5036,57.79,76,0,1.99,clear sky
474,Moissala,TD,8.3404,17.7663,83.28,10,74,7.52,broken clouds
475,Karaton,ID,-6.3424,106.1045,83.95,72,98,4.68,overcast clouds
476,Nosy Varika,MG,-20.5833,48.5333,84.54,70,100,8.48,overcast clouds
477,Ruteng,ID,-8.6136,120.4721,70.52,80,100,2.13,moderate rain
478,Bonavista,CA,48.6499,-53.1147,26.11,90,100,14.88,light snow
479,Ostrovnoy,RU,68.0531,39.5131,20.26,89,100,14.79,overcast clouds
480,Turochak,RU,52.2576,87.1224,27.36,70,100,3.18,overcast clouds
481,Olga,RU,43.7444,135.2892,23.99,55,4,9.75,clear sky
482,Waddan,LY,29.1614,16.139,56.41,58,100,7.92,overcast clouds
483,Durazno,UY,-33.4131,-56.5006,54.93,92,0,5.37,clear sky
484,Sistranda,NO,63.7256,8.834,40.89,71,100,31.63,overcast clouds
485,Lanquin,GT,15.5667,-89.9667,63.12,99,63,2.37,broken clouds
486,Lazaro Cardenas,MX,17.9583,-102.2,70.0,87,5,4.5,clear sky
487,Kyrnasivka,UA,48.5955,28.979,34.09,89,100,17.11,overcast clouds
488,Antofagasta,CL,-23.65,-70.4,61.88,85,53,3.71,broken clouds
489,Inta,RU,66.0317,60.1659,3.61,90,100,0.16,overcast clouds
490,Balakovo,RU,52.0278,47.8007,24.58,96,97,5.99,overcast clouds
491,Sovetskiy,RU,61.3614,63.5842,7.56,90,94,7.2,overcast clouds
492,Saint-Georges,GD,12.0564,-61.7485,75.76,79,77,14.85,broken clouds
493,Iquitos,PE,-3.7481,-73.2472,71.64,100,100,4.61,light rain
494,Rock Sound,BS,24.9,-76.2,74.25,81,15,11.32,few clouds
495,Rawson,AR,-43.3002,-65.1023,74.73,29,100,9.51,overcast clouds
496,Alice Springs,AU,-23.7,133.8833,96.22,43,88,8.05,overcast clouds
497,Mugur-Aksy,RU,50.35,90.5,14.31,57,100,3.65,overcast clouds
498,Usinsk,RU,65.9939,57.5281,5.65,85,100,9.48,overcast clouds
499,Mulege,MX,26.8833,-111.9833,59.49,40,0,4.21,clear sky
500,Vao,NC,-22.6667,167.4833,79.84,88,83,26.87,broken clouds
501,Noyabrsk,RU,63.1994,75.4507,-2.18,91,29,12.12,scattered clouds
502,Byron Bay,AU,-28.65,153.6167,76.87,66,6,6.98,clear sky
503,George Town,MY,5.4112,100.3354,91.33,55,20,8.05,few clouds
504,Okhotsk,RU,59.3833,143.3,9.03,82,100,6.51,overcast clouds
505,Udachnyy,RU,66.4167,112.4,-26.55,82,74,4.41,broken clouds
506,Belize,BZ,17.25,-88.75,67.24,99,19,2.37,few clouds
507,Solnechnyy,RU,50.7214,136.6319,2.41,99,100,1.34,overcast clouds
508,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,61.57,36,0,3.62,clear sky
509,Whitianga,NZ,-36.8333,175.7,75.02,97,100,9.89,overcast clouds
510,Imperia,IT,43.9667,7.7833,48.42,48,0,2.39,clear sky
511,Rengo,CL,-34.4167,-70.8667,58.03,55,0,1.66,clear sky
512,Bensonville,LR,6.4461,-10.6125,76.55,88,100,1.83,overcast clouds
513,Porbandar,IN,21.6422,69.6093,75.52,56,0,10.0,clear sky
514,Wellington,NZ,-41.2866,174.7756,68.77,83,70,9.22,broken clouds
515,Half Moon Bay,US,37.4636,-122.4286,57.61,81,0,6.91,mist
516,Ola,RU,59.5833,151.2833,2.14,77,61,9.71,broken clouds
517,Oranjemund,NA,-28.55,16.4333,74.86,60,5,4.85,clear sky
518,Waterloo,CA,43.4668,-80.5164,26.47,80,100,9.22,light snow
519,Lata,PT,40.1629,-8.3327,50.05,64,0,5.17,clear sky
520,Quatre Cocos,MU,-20.2078,57.7625,84.31,67,45,12.26,scattered clouds
521,Baturaja,ID,-4.1333,104.1667,83.68,76,81,5.84,broken clouds
522,Moerai,PF,-22.4333,-151.3333,79.48,81,100,17.56,light rain
523,Grimshaw,CA,56.1834,-117.6027,32.83,71,24,16.82,few clouds
524,Malatya,TR,38.5,38.0,33.85,65,75,2.3,broken clouds
525,Korla,CN,41.7597,86.1469,33.01,32,0,8.55,clear sky
526,Mwinilunga,ZM,-11.7358,24.4293,68.18,86,100,7.23,light rain
527,La Ronge,CA,55.1001,-105.2842,33.21,96,94,13.67,overcast clouds
528,Agadez,NE,19.75,10.25,65.44,11,0,3.0,clear sky
529,Nazarovo,RU,56.0064,90.3914,5.36,90,100,5.82,overcast clouds
530,Manavalakurichi,IN,8.1333,77.3,87.89,54,9,4.52,clear sky
531,Katherine,AU,-14.4667,132.2667,88.12,58,100,9.22,overcast clouds
532,Savannah Bight,HN,16.45,-85.85,75.99,67,5,3.31,clear sky
533,Manacapuru,BR,-3.2997,-60.6206,75.78,95,94,2.35,overcast clouds
534,Esperance,AU,-33.8667,121.9,68.59,54,22,11.39,few clouds
535,Fort Nelson,CA,58.8053,-122.7002,1.81,98,100,3.04,overcast clouds
536,Baykit,RU,61.67,96.37,-1.43,86,66,3.27,broken clouds
537,Upata,VE,8.0086,-62.3989,72.19,98,77,2.57,broken clouds
538,Burns Lake,CA,54.2331,-125.7533,27.59,92,100,5.59,overcast clouds
539,Abaza,RU,52.655,90.0928,28.31,64,5,7.52,clear sky
540,Baykalsk,RU,51.5058,104.1469,17.91,90,100,3.65,light snow
541,Kamenka,RU,51.3223,42.7678,31.75,99,100,12.57,overcast clouds
542,College,US,64.8569,-147.8028,-0.08,73,100,4.61,light snow
543,Abha,SA,18.2164,42.5053,62.85,52,20,13.8,few clouds
544,Cacoal,BR,-11.4386,-61.4472,71.8,98,100,2.71,moderate rain
545,Idrinskoye,RU,54.3708,92.1358,8.62,92,98,2.26,overcast clouds
546,Trinidad,BO,-14.8333,-64.9,67.98,87,53,2.75,broken clouds
547,Telesti,RO,45.0,23.0833,39.87,46,0,8.7,clear sky
548,Nacozari,MX,25.3366,-108.2574,50.05,56,0,5.46,clear sky
549,Nuuk,GL,64.1835,-51.7216,2.01,71,100,3.44,overcast clouds
550,Havoysund,NO,70.9963,24.6622,29.28,77,43,14.88,scattered clouds
551,Merauke,ID,-8.4667,140.3333,83.35,74,100,8.16,heavy intensity rain
552,Chacabuco,AR,-34.6417,-60.4739,53.13,86,0,5.3,clear sky
553,Leh,IN,34.1667,77.5833,9.01,84,56,1.54,broken clouds
554,Margate,GB,51.3813,1.3862,51.96,73,84,5.99,broken clouds
555,Senador Jose Porfirio,BR,-2.5908,-51.9542,72.5,97,100,1.74,heavy intensity rain
556,Najran,SA,17.4924,44.1277,66.07,23,32,5.64,scattered clouds
557,Coos Bay,US,43.3665,-124.2179,48.99,100,100,5.75,overcast clouds
558,Teeli,RU,51.0333,90.2333,12.83,74,93,2.26,overcast clouds
559,Yuxia,CN,34.0615,108.6291,38.61,57,100,3.74,overcast clouds
560,Vilyuysk,RU,63.7553,121.6247,-18.0,97,100,3.56,overcast clouds
561,Naze,JP,28.3667,129.4833,59.72,84,83,25.84,broken clouds
562,Porto De Moz,BR,-1.7483,-52.2383,72.05,98,100,2.44,moderate rain
563,Sao Francisco,BR,-15.9486,-44.8644,68.92,97,100,1.66,overcast clouds
564,Bushehr,IR,28.9684,50.8385,61.72,51,0,19.04,clear sky
565,Chifeng,CN,42.2683,118.9636,32.59,30,0,1.12,clear sky
566,Goderich,CA,43.7501,-81.7165,27.91,85,76,8.7,broken clouds
567,Fort-Shevchenko,KZ,44.5086,50.263,38.34,66,28,14.2,scattered clouds
568,Rudnogorsk,RU,57.2639,103.7519,4.48,86,100,6.69,overcast clouds
569,Mount Darwin,ZW,-16.7725,31.5838,76.19,66,8,5.44,light rain
570,Buraydah,SA,26.326,43.975,61.32,27,0,4.7,clear sky
571,Muisne,EC,0.6,-80.0333,74.25,90,100,1.97,light rain
572,Egvekinot,RU,66.3167,-179.1667,-18.53,66,0,13.71,clear sky
573,Peterhead,GB,57.5058,-1.7981,43.2,71,31,16.96,scattered clouds
574,Namatanai,PG,-3.6667,152.4333,82.35,77,45,6.31,scattered clouds
575,Kurumkan,RU,54.3,110.3,9.27,92,63,0.72,broken clouds
576,Kuryk,KZ,43.2,51.65,39.42,53,20,12.24,few clouds
577,Kavieng,PG,-2.5744,150.7967,83.7,74,25,8.43,scattered clouds
578,Neyshabur,IR,36.2133,58.7958,41.09,40,0,2.98,clear sky
579,Makokou,GA,0.5738,12.8642,81.48,64,37,3.58,scattered clouds
580,Zaozerne,UA,45.1582,33.2787,46.94,88,100,9.01,overcast clouds
581,Cocorit,MX,27.5833,-109.9667,59.0,33,0,2.57,clear sky
582,Vostok,RU,46.4856,135.8833,5.86,97,100,3.58,overcast clouds
583,Balakhta,RU,55.38,91.6,9.18,88,100,4.43,overcast clouds
584,Margarita,PA,9.3314,-79.8889,74.98,81,20,5.97,few clouds
585,Acarau,BR,-2.8856,-40.12,77.16,85,28,7.47,scattered clouds
586,Arlit,NE,18.7369,7.3853,69.3,9,0,5.91,clear sky
587,Kupang,ID,-10.1667,123.5833,84.33,73,60,8.39,broken clouds
588,Rudsar,IR,37.1376,50.288,50.05,63,98,6.02,overcast clouds
589,Gamba,GA,-2.65,10.0,80.38,82,100,4.85,overcast clouds
590,Ketou,BJ,7.3633,2.5998,80.37,71,18,0.96,few clouds
591,Zakamensk,RU,50.3741,103.2863,20.39,62,96,1.19,overcast clouds
592,Bose,IT,45.4612,8.0137,44.2,40,0,0.43,clear sky
593,Alexandria,EG,31.2156,29.9553,62.02,40,15,12.26,few clouds
594,Peniche,PT,39.3558,-9.3811,54.93,59,0,13.44,clear sky
595,Sambava,MG,-14.2667,50.1667,85.17,66,53,7.02,broken clouds
596,Hue,VN,16.4667,107.6,80.71,74,40,4.61,scattered clouds
597,Pampa,US,35.5362,-100.9599,38.57,55,0,9.22,clear sky
598,Avera,US,33.194,-82.5271,42.67,73,100,5.59,overcast clouds
599,Podor,MR,16.6527,-14.9587,71.73,13,0,8.77,clear sky
600,Evensk,RU,61.95,159.2333,-1.53,66,9,9.51,clear sky
601,Nurota,UZ,40.5614,65.6886,41.09,55,83,10.33,broken clouds
602,Lerwick,GB,60.1545,-1.1494,41.0,68,93,30.98,overcast clouds
603,Anloga,GH,5.7947,0.8973,81.14,79,62,6.69,broken clouds
604,Thunder Bay,CA,48.4001,-89.3168,22.55,99,99,1.19,overcast clouds
605,High Level,CA,58.5169,-117.136,-4.85,99,78,1.97,broken clouds
606,Namibe,AO,-15.1961,12.1522,74.93,68,94,7.96,overcast clouds
607,Teguise,ES,29.0605,-13.564,64.62,56,0,6.91,clear sky
608,Beidao,CN,34.5686,105.8933,31.05,67,100,4.12,overcast clouds
609,Yuanping,CN,38.7153,112.7575,35.62,20,1,3.36,clear sky
610,Ipixuna,BR,-1.7625,-48.8043,76.95,99,93,2.13,overcast clouds
611,Vagay,RU,57.9375,69.0217,12.0,90,100,7.76,overcast clouds
612,Bentiu,SS,9.2333,29.8333,83.52,12,95,8.66,overcast clouds
613,Rutana,BI,-3.8667,30.1,63.59,82,98,1.39,overcast clouds
614,Lasa,IT,46.6166,10.7002,31.03,63,26,8.37,scattered clouds
615,Khani,GE,41.9563,42.9566,38.77,86,42,7.7,scattered clouds
616,Cotonou,BJ,6.3654,2.4183,81.05,78,25,3.4,scattered clouds
617,Baraboo,US,43.4711,-89.7443,23.14,68,100,3.44,overcast clouds
618,Granadilla De Abona,ES,28.1188,-16.576,67.98,14,0,13.8,clear sky
619,Kargasok,RU,59.0556,80.8572,1.4,88,6,5.46,clear sky
620,Stornoway,GB,58.2093,-6.3865,39.16,88,75,14.97,broken clouds
621,Bell Ville,AR,-32.6259,-62.6887,56.23,76,0,5.23,clear sky
622,Indianola,US,41.3581,-93.5574,31.91,91,8,6.76,clear sky
623,Lyuban,BY,52.7985,28.0048,31.06,85,100,11.36,overcast clouds
624,Lodja,CD,-3.4833,23.4333,86.9,52,31,3.49,scattered clouds
625,Bambanglipuro,ID,-7.95,110.2833,84.24,71,98,4.83,heavy intensity rain
626,Mizdah,LY,31.4451,12.9801,50.79,69,1,15.77,clear sky
627,Sorland,NO,67.667,12.6934,35.46,93,100,28.03,overcast clouds
628,Mayumba,GA,-3.432,10.6554,79.7,86,98,7.54,overcast clouds
629,Balkanabat,TM,39.5108,54.3671,48.38,44,0,8.05,clear sky
630,Greeneville,US,36.1632,-82.831,37.4,77,40,5.75,scattered clouds
631,Miracema Do Tocantins,BR,-9.5618,-48.3967,72.19,95,88,0.49,overcast clouds
632,Garowe,SO,8.4054,48.4845,81.05,34,6,18.72,clear sky
633,Coquimbo,CL,-29.9533,-71.3436,60.53,82,0,3.44,clear sky
634,Carberry,CA,49.8689,-99.3602,27.64,84,4,16.71,clear sky
635,Khorinsk,RU,52.1657,109.7726,20.23,73,57,10.65,broken clouds
636,Mokhsogollokh,RU,61.4681,128.9203,-18.92,100,100,2.28,overcast clouds
637,Wattegama,LK,6.7989,81.4808,85.12,41,100,9.82,light rain
638,San Policarpo,PH,12.1791,125.5072,80.4,77,98,13.35,overcast clouds
639,Atasu,KZ,48.6814,71.6433,17.56,91,39,5.53,scattered clouds
640,Coahuayana,MX,18.7333,-103.6833,66.99,79,2,4.25,clear sky
641,Nizhniy Kuranakh,RU,58.8353,125.4869,-4.11,99,100,1.48,overcast clouds
642,Lydenburg,ZA,-25.0978,30.4597,78.4,41,7,3.02,clear sky
643,Iwaki,JP,37.05,140.8833,44.02,50,35,2.51,scattered clouds
644,Jiayuguan,CN,39.8167,98.3,24.53,47,59,2.08,broken clouds
645,Tahlequah,US,35.9154,-94.97,40.28,69,0,0.0,clear sky
646,Kidal,ML,18.4411,1.4078,66.27,11,2,9.95,clear sky
647,Taoudenni,ML,22.6783,-3.9836,64.4,15,0,7.94,clear sky
648,Cap Malheureux,MU,-19.9842,57.6142,85.46,63,29,11.01,scattered clouds
649,Shiraz,IR,29.6036,52.5388,47.64,34,0,0.0,clear sky
650,Vestmanna,FO,62.1564,-7.1664,31.12,93,100,34.52,light snow
651,Beringovskiy,RU,63.05,179.3167,-22.95,91,5,10.71,clear sky
652,Wahpeton,US,46.2652,-96.6059,22.91,92,0,16.11,clear sky
653,Torata,PE,-17.0769,-70.8433,57.24,76,100,1.03,overcast clouds
654,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,27.19,100,75,6.71,light shower snow
655,Ust-Maya,RU,60.4167,134.5333,-11.22,97,100,0.74,overcast clouds
656,Ucluelet,CA,48.9329,-125.5528,44.1,92,60,2.17,broken clouds
657,Nizhniy Odes,RU,63.6445,54.856,8.24,88,99,7.92,overcast clouds
658,Morro Bay,US,35.3658,-120.8499,55.33,59,0,3.62,clear sky
659,Bilibino,RU,68.0546,166.4372,-20.85,72,11,3.89,few clouds
660,Manggar,ID,-2.8833,108.2667,81.3,69,100,12.26,overcast clouds
661,Lumeje,AO,-11.55,20.7833,68.07,85,100,6.26,light rain
662,Kargil,IN,34.5667,76.1,6.84,77,100,1.81,overcast clouds
663,Danane,CI,7.2596,-8.155,69.8,72,95,1.7,overcast clouds
664,Boa Vista,BR,2.8197,-60.6733,76.98,83,0,2.3,clear sky
665,Harnosand,SE,62.6323,17.9379,32.0,93,100,9.75,light snow
666,Ambilobe,MG,-13.2,49.05,85.87,67,14,8.93,few clouds
667,Nizwa,OM,22.9333,57.5333,72.57,22,3,5.44,clear sky
668,Bemidji,US,47.4736,-94.8803,19.08,90,0,5.75,clear sky
669,Potiskum,NG,11.7091,11.0694,71.92,19,6,13.47,clear sky
670,Kinel,RU,53.2333,50.65,18.64,95,94,4.72,overcast clouds
671,Iranshahr,IR,27.2025,60.6848,65.07,41,0,5.12,clear sky
672,Toora-Khem,RU,52.4675,96.11,12.56,74,90,0.13,overcast clouds
673,Kasungu,MW,-13.0333,33.4833,75.13,72,97,2.51,overcast clouds
674,Taguatinga,BR,-12.3857,-46.5711,70.59,91,100,1.63,overcast clouds
675,Eureka,US,40.8021,-124.1637,46.92,92,17,4.85,few clouds
676,Vienne,AT,48.2085,16.3721,43.81,66,20,17.0,few clouds
677,Honningsvag,NO,70.9821,25.9704,26.35,80,20,17.27,few clouds
678,Kangaatsiaq,GL,68.3065,-53.4641,-17.1,97,82,8.08,broken clouds
679,Millinocket,US,45.6573,-68.7098,33.82,93,100,0.0,snow
680,Bom Jesus,BR,-9.0744,-44.3586,72.66,86,83,0.89,broken clouds
681,Kalmunai,LK,7.4167,81.8167,82.47,65,81,14.63,broken clouds
682,Yuancheng,CN,36.652,107.7896,26.94,55,75,3.65,broken clouds
683,Elk City,US,35.412,-99.4043,41.22,36,0,9.22,clear sky
684,Myitkyina,MM,25.3833,97.4,78.46,28,0,1.32,clear sky
685,Pierre,US,44.3683,-100.351,46.27,44,0,11.99,clear sky
686,Marsala,IT,37.7966,12.4352,54.0,51,2,20.96,clear sky
687,Emba,KZ,48.8264,58.1442,21.47,91,100,8.19,overcast clouds
688,Riyadh,SA,24.6877,46.7219,62.74,27,0,4.14,clear sky
689,Watsa,CD,3.0372,29.5355,82.36,19,60,6.44,broken clouds
690,Voh,NC,-20.9667,164.7,79.57,89,100,13.47,overcast clouds
691,Puerto Carreno,CO,6.189,-67.4859,76.01,85,100,3.44,overcast clouds
692,Atbasar,KZ,51.8,68.3333,19.08,92,36,9.35,scattered clouds
693,Hangu,CN,39.2489,117.7892,46.44,25,0,6.42,clear sky
694,Buchanan,LR,5.8808,-10.0467,76.96,83,85,1.28,overcast clouds
695,Talcahuano,CL,-36.7167,-73.1167,55.08,94,0,4.61,clear sky
696,Natal,BR,-5.795,-35.2094,75.85,88,40,4.61,scattered clouds
697,Corinto,GR,37.9407,22.9573,45.9,68,63,3.0,broken clouds
698,Wanning,CN,18.8003,110.3967,73.81,87,98,10.58,overcast clouds
699,Gbarnga,LR,6.9956,-9.4722,72.39,94,80,0.87,broken clouds
700,Hovd,MN,48.0056,91.6419,-1.68,77,6,3.62,clear sky
701,Jadu,LY,31.953,12.0261,45.72,83,11,11.45,few clouds
702,Andradas,BR,-22.0681,-46.5692,66.06,98,100,3.24,overcast clouds
703,Melbu,NO,68.5044,14.8297,35.38,64,75,16.11,light snow
704,Romny,UA,50.751,33.4747,32.54,99,100,11.68,overcast clouds
705,Tchibanga,GA,-2.85,11.0333,78.3,86,95,0.76,overcast clouds
706,East Wenatchee Bench,US,47.4257,-120.2812,42.13,76,0,11.5,clear sky
707,Tartus,SY,34.889,35.8866,63.5,69,59,15.84,broken clouds
